ResellerKey	Business Type	Reseller	City	State-Province	Country-Region
334	Value Added Reseller	Retreat Inn	Waterloo	Ontario	Canada
358	Value Added Reseller	Mail Market	York	England	United Kingdom
43	Value Added Reseller	Frugal Bike Shop	Salt Lake City	Utah	United States
4	Value Added Reseller	Modular Cycle Systems	Austin	Texas	United States
348	Warehouse	Bold Bike Accessories	Loveland	Colorado	United States
658	Value Added Reseller	Mass Market Bikes	Alexandria	New South Wales	Australia
684	Warehouse	Lease-a-Bike Shop	Milford	Connecticut	United States
402	Warehouse	Pro Sporting Goods	Camarillo	CaliforniaU	nited States
""
301	Specialty Bike Shop	Rural Mountain Bike Mart	Paris	Seine (Paris)	France
5	Specialty Bike Shop	Metropolitan Sports Supply	Fremont	California	United States
511	Warehouse	Wheel Gallery	San Mateo	California	United States
579	Value Added Reseller	Riders Company	Branch	Minnesota	United States
422	Specialty Bike Shop	Consolidated Sales	Gaffney	South Carolina	United States
421	Value Added Reseller	Fitness Cycling	Whittier	California	United States
242	Warehouse	Spoke Manufacturers	Miami	Florida	United States
252	Value Added Reseller	Classic Cycle Store	Milford	Connecticut	United States
601	Specialty Bike Shop	Transport Bikes	Sandy	Utah	United States
37	Value Added Reseller	Two Bike Shops	Puyallup	Washington	United States
 407	Specialty Bike Shop	Workout Emporium	Montreal	Quebec	Canada 
686	Specialty Bike Shop	Finished Parts Shop	Suresnes	Hauts de Seine	France
58	Value Added Reseller	Largest Bike Store	Chicago	Illinois	United States
518	Value Added Reseller	Regional Cycle Shop	Berlin	Hessen	Germany
328	Value Added Reseller	Totes & Baskets Company	San Antonio	Texas	United States
""
""
233	Warehouse	Fashionable Department Stores	New Hartford	New York	United States
484	Warehouse	Downhill Bicycle Specialists	Berks	England	United Kingdom
578	Warehouse	The Bike Shop	Puyallup	Washington	United States
666	Warehouse	Bike Boutique	Columbus	Ohio	United States
48	Warehouse	Grand Industries	Montreal	Quebec	Canada
333	Warehouse	Resident Cycle Shop	Hixson	Tennessee	United States
 560	Warehouse	Major Sport Suppliers	Rock Springs	Wyoming	United States 
51	Warehouse	Ideal Components	Cloveradle	South Australia	Australia
 205	Warehouse	Rally Master Company Inc	Chandler	Arizona	United States 
517	Warehouse	Racing Store	Les Ulis	Essonne	France
300	Value Added Reseller	Nice Bikes	Ottawa	Ontario	Canada
169	Warehouse	Downtown Hotel	Fernley	Nevada	United States
28	Value Added Reseller	Commuter Bicycle Store	Toronto	Ontario	Canada
295	Specialty Bike Shop	Engineered Bike Systems	Oxnard	California	United States
""
540	Specialty Bike Shop	Guaranteed Sales and Service	Burbank	Ohio	United States
251	Warehouse	Endurance Bikes	Hamden	Connecticut	United States
115	Warehouse	Security Racks and Locks Wholesalers	Sparks	Nevada	United States
650	Warehouse	Permanent Finish Products	Reno	Nevada	United States
""
264	Value Added Reseller	Fasteners & Bolts Outlet	Toronto	Ontario	Canada
 387	aWrehouse	Racing Association	Huntsville	Alabama	United States 
162	Specialty Bike Shop	Tire Company	Warwick	Rhode Island	United States
344	Specialty Bike Shop	Fifth Bike Store	Everett	Washington	United States
""
513	Specialty Bike Shop	Village Tours	Newport	Kentucky	United States
207	Specialty Bike Shop	Lubricant and Grease Suppliers	Rocky Mount	North Carolina	United States
527	Value Added Reseller	Fun Times Club	Parker	Colorado	United States
378	Warehouse	Grown-up Bike Store	Springdale	Ohio	United States
""
615	Value Added Reseller	Fast Services	Leipzig	Nordrhein-Westfalen	Germany
403	Value Added Reseller	Affordable Sports Equipment	Lake Elsinore	California	United States
364	Value Added Reseller	District Mall	Ferguson	Missouri	United States
308	Warehouse	Rugged Bikes	Everett	Washington	United States
358	Value Added Reseller	Mail Market	York	England	United Kingdom
474	Specialty Bike Shop	Retail Cycle Shop	Eureka	California	United States
658	Value Added Reseller	Mass Market Bikes	Alexandria	New South Wales	Australia
401	Specialty Bike Shop	Brightwork Company	Las Vegas	Nevada	United States
""
216	Specialty Bike Shop	Painters Bicycle Specialists	Waterbury	Connecticut	United States
358	Value Added Reseller	Mail Market	York	England	United Kingdom
664	Value Added Reseller	Eastside Cycle Shop	Melbourne	Victoria	Australia
""
111	Specialty Bike Shop	Westside Cycle Store	Elgin	Illinois	United States
679	Value Added Reseller	Superb Sales and Repair	Montreal	Quebec	Canada
659	Specialty Bike Shop	Shipping Specialists	London	England	United Kingdom
473	Value Added Reseller	Racing Toys	Phoenix	Arizona	United States
567	Value Added Reseller	Global Plaza	Pigeon Forge	Tennessee	United States
""
278	Warehouse	Tread Industries	Orlando	Florida	United States
49	Value Added Reseller	Neighborhood Bicycle Storehouse	Roncq	Nord	France
21	WarehouseC	hic Department Stores	Irving	Texas	United States
492	Specialty Bike Shop	Basic Sports Equipment	Baldwin Park	California	Unietd States
190	Warehouse	Racing Partners	Calgary	Alberta	Canada
335	Specialty Bike Shop	Scratch-Resistant Finishes Company	Mississauga	Ontario	Canada
206	Value Added Reesller	New and Used Bicycles	Winston-Salem	North Carolina	United States
95	Specialty Bike Shop	Rural Department Store	Pleasanton	California	United States
""
""
509	Value Added Reseller	Fun Toys and Bikes	Tucson	Arizona	United States
639	Value Added Reseller	Producer Goods Clearinghouse	Frankfurt	Bayern	Germnay
361	Value Added Reseller	Fitness Supplies	Sequim	Washington	United States
662	Specialty Bike Shop	Finer Sporting Goods	Croix	Nord	France
134	Value Added Reseller	Budget Bike Company	Millington	Tennessee	United States
242	Warehouse	Spoke Manufacturers	Miami	Florida	United States
507	Specialty Bike Shop	Global Sporting Goods	Stafford	Texas	United States
152	Value Added Reseller	Distance Bikes	Clarkston	Georgia	United States
650	Warehouse	Permanent Finish Products	Reno	Nevada	United States
599	Warehouse	Westside Plaza	Sand City	California	nUited States
15	Warheouse	Budget Toy Store	Lavender Bay	New South Wales	Australia
416	Specialty Bike Shop	Impromptu Trips	Union Gap	Washington	United States
113	Value Added Reseller	Trendy Department Stores	Fontana	California	United States
351	Warehouse	Acclaimed Bicycle Company	Mcdonough	Georgia	United States
186	Specialty Bike Shop	Thrilling Bike Tours	Santa Fe	New Mexico	United States
""
 239	Warehouse	Bicycle Merchandise Warehouse	Santa Monica	California	United States 
58	Value Added Reseller	Largest Bike Store	Chicago	Illinois	United States
493	Warehouse	Valley Bicycle Distributors	Citrus Heights	California	United States
490	Warehouse	Extraordinary Bike Works	Mesquite	Texas	United States
58	Value Added Reseller	Largest Bike Store	Chicago	Illinois	United States
439	Warehouse	Regional Manufacturing	Tucson	Arizona	United States
667	Value Added Reseller	Traditional Department Stores	Valley Stream	New York	United States
455	Value Added Reseller	Timely Shipping Service	Alpine	California	United States
207	Specialty Bike Shop	Lubricant and Grease Suppliers	Rocky Mount	North Carolina	United States
29	Specialty Bike Shop	Cross-Country Riding Supplies	Chalk Riber	Ontario	Canada
""
538	Warehouse	Prosperous Tours	London	England	United Kingdom
330	Warehouse	The New Bike Store	Hanford	California	United States
514	Warehouse	Retail Mall	Richmond	British Columbia	Canada
240	Value Added Reseller	Wire Baskets and Parts	Orange	California	United States
503	Value Added Reseller	Metropolitan Sales and Rental	Hooksett	New Hampshire	United States
140	Value Added Reseller	Teen Discount Store	Bonn	Hamburg	Germany
200	Value Added Reseller	Basic Bike Company	Port Orchard	Washington	United States
255	Value Added Reseller	Swift Cycles	Houston	Texas	United States
 41	Specialty Bike Shop	Distant Inn	Milpitas	California	United States 
423	Warehouse	Bike Rims Company	Biloxi	Mississippi	United States
502	Warehouse	Metropolitan Bicycle Supply	London	England	United Kingdom
103	Value Added Reseller	The Bike Outlet	Pantin	Seine Saint Denis	France
260	Warehouse	Industrial Supplies	Miami	Florida	United States
351	Warehouse	Acclaimed Bicycle Company	Mcdonough	Georgia	United States
629	Warehouse	Efficient Cycling	Calgray	Alberta	Canada
399	Warehouse	Big Cycle Mall	Killeen	Texas	United States
348	Warehouse	Bold Bike Accessories	Loveland	Colorado	United States
592	Specialty Bike Shop	Cycling Goods	London	England	United Kingdom
""
51	Warehouse	Ideal Components	Cloverdale	South Australia	Australia
191	Value Added Reseller	Non-Slip Pedal Company	Toronto	Ontario	Canada
238	Specialty Bike Shop	A Great Bicycle Company	Jefferson City	Missouri	United States
277	Specialty Bike Shop	The Bicycle Accessories Company	Alhambra	California	United States
""
64	Value Added Reseller	Metal Clearing House	Toronto	Ontario	Canada
410	Specialty Bike Shop	Pedaling Components	Kiel	Saarland	Germany
278	Wraehouse	Tread Industries	Orlando	Florida	United States
428	Specialty Bike Shop	West Wind Distributors	Hannover	Nordrhein-Westfalen	Germany
453	Specialty Bike Shop	Unique Bikes	Milwaukee	Wisconsin	United States
 87	Warehouse	Rich Department Store	Lane Cove	New South Wales	Australia 
41	Specialty Bike Shop	Distant Inn	Milpitas	California	United States
370	Value Added Reseller	Acceptable Sales & Service	Calgary	Alberta	Canada
371	Specialty Bike Shop	Custom Sales and Service	Surrey	British Columbia	Canada
189	Specialty Bike Shop	Principal Bicycle Supply	Mobile	Alabama	United States
554	Warehouse	Top of the Line Bikes	Paderborn	Hamburg	Germany
""
235	Specialty Bike Shop	Certified Bicycle Supply	Lynnwood	Washington	United States
481	Warehouse	Getaway Inn	Saint Ouen	Loir et Cher	France
510	Specialty Bike Shop	World Bike Discount Store	Trabuco Canyon	California	United States
199	Warehouse	Authorized BikeS ales and Rental	Renton	Washington	United States
129	Specialty Bike Shop	Discount Bicycle Specialists	Wood Dale	Illinois	United States
362	Specialty Bike Shop	Grand Cycle Store	Spokane	Washington	United States
""
""
112	Warehouse	Town Industries	Dallas	Texas	United States
176	Value Added Reseller	Rodeway Bike Store	Münster	Saarland	Germany
131	Value Added Reseller	Eighth Bike Store	El Segundo	California	United States
559	Specialty Bike Shop	Some Discount Store	Cheyenne	Wyoming	United States
49	Value Added Reseller	Neighborhood Bicycle Storehouse	Roncq	Nord	France
284	Warehouse	Nearby Bike Mall	Berlin	Nordrhein-Westfalen	Germany
76	Value Added Reseller	Out-of-the-Way Hotels	Wood Dale	Illinois	United States
282	Value Added Reseller	Quick Parts and Service	Sainte-Foy	Quebec	Canada
210	Specialty Bike Shop	Gasless Cycle Shop	Toronto	Ontario	Canada
256	Specialty Bike Shop	Rental Bikes	Dallas	Texas	United States
 583	Specialty Bike Shop	Professional Containers and Packaging Co.	Surprise	Arizona	United States 
260	Warehouse	Industrial Supplies	Miami	Florida	United States
300	Value Added Reseller	Nice Bikes	Ottawa	Ontario	Canada
235	Specialty Bike Shop	eCrtified Bicycle Supply	Lynnwood	Washington	United States
405	Warehouse	Sporting Goods and Bicycle Shop	Kingsport	Tennessee	United States
486	Specialty Bike Shop	Convenient Bike Shop	Braintree	Massacuhsetts	United States
""
586	Specialty Bike Shop	One Bike Company	Montreal	Quebec	Canada
39	Warehouse	Fitness Hotel	Edina	Minnesota	United States
470	Value Added Reseller	Wingtip Toys	Kennewick	Washington	United States
""
637	Specialty Bike Shop	eRliable Retail Center	Toronto	Ontario	Canada
639	Value Added Reseller	Producer Goods Clearinghouse	Frankfurt	Bayern	Germany
13	Value Added Reseller	Country Parts Shop	Les Ulis	Essonne	France
132	Specialty Bike Shop	Another Sporting Goods Company	Westminster	Colorado	United States
111	Specialty Bike Shop	Westside Cycle Store	Elgin	Illinois	United States
176	Value Added Reseller	Rodeway Bike Store	Münster	Saarland	Germany
541	Warehouse	Nonskid Tire Company	Great Falls	Montana	United States
124	Warehouse	Nearby Sporting Goods	W. York	England	United Kingdom
 13	Value Added Reseller	Country Parts Shop	Les Ulis	Essonne	France 
213	Specialty Bike Shop	Fast Bike Works	South Melbourne	Victoria	Australia
279	Value Added Reseller	Blue-Ribbon Bike Company	Saint Matthews	Kentucky	United States
104	Specialty Bike Shop	Very Best Sports Supply	Duesseldorf	Hessen	Germany
568	Specialty Bike Shop	Economy Center	Toronto	Ontario	Canada
""
 366	Warehouse	Extended Bike Sales	City Of Commerce	California	United States 
207	Specialty Bike Shop	Lubricant and Grease Suppliers	Rocky Mount	North Carolina	United States
258	Value Added Reseller	Quantity Discounts	Sacramento	California	United States
648	Value Added Reseller	Small Bike Shop	El Segundo	California	United States
562	Specialty Bike Shop	Practical Bike Supply Company	Woodbury	Minnesota	United States
""
563	Warehouse	Systematic Sales	Gilbert	Arizona	United States
617	Warehouse	Tubeless Tire Company	Oxford	England	United Kingdom
11	Specialty Bike Shop	Sharp Bikes	Toronto	Ontario	Canada
389	Specialty Bike Shop	Sixth Bike Store	Surrey	British Columbia	Canada
91	Value Added Reseller	Scooters and Bikes Store	Beaverton	Oregon	United States
405	Warehouse	Sporting Goods and Bicycle Shop	Kingsport	Tennessee	United States
211	Warehouse	Sports Products Store	Lieusaint	Seine et Marne	France
516	Specialty Bike Shop	Seats and Saddles Company	Kingston	Ontario	Canada
""
""
""
""
682	Value Added Reseller	Popular Bike Lines	Newcastle	New South Wales	Australia
274	Specialty Bike Shop	Active Systems	Duluth	Minnesota	United States
310	Specialty Bike Shop	Orange Bicycle Company	Peoria	Illinois	United States
284	Warehouse	Nearby Bike Mall	Berlin	Nordrhein-Westfalen	Germany
38	Specialty Bike Shop	Finer Mart	Billings	Montana	United States
427	Value Added Reseller	Atypical Bike Company	Paris	Seine (Paris)	France
674	Specialty Bike Shop	Discount Tours	Daly City	California	United States
552	Value Added Reseller	Consolidated Messenger	Toronto	Ontario	Canada
164	Value Added Reseller	Suburban Cycle Shop	Troutdale	Oregon	United States
108	Warehouse	Wheelsets Storehouse	Kittery	Maine	United States
364	Value Added Reseller	District Mall	Ferguson	Missouri	United States
269	Warehouse	Curbside Universe	Euclid	Ohio	United States
203	Value Added Reseller	Separate Parts Corporation	Monrovia	California	United States
574	Specialty Bike Shop	Area Sheet Meatl Supply	London	England	United Kingdom
617	Warehouse	uTbeless Tire Company	Oxford	England	United Kingdom
682	Value Added Reseller	Popular Bike LinesN	ewcastle	New South Wales	Australia
641	Warehouse	Favorite Toy Distributor	Paris	Seine (Paris)	France
512	Value Added Reseller	Tiny Bike Boutique	Nashvlile	Tennessee	United States
485	Value Added Reseller	Clamps & Brackets Co.	Leesburg	Virginia	United States
421	Value Added Reseller	Fitness Cycling	Whittier	California	United States
648	Value Added Reseller	Small Bike Shop	El Segundo	California	United States
230	Warehouse	Global Bike Retailers	Bad Sode	nHessen	Germany
""
343	Value Added Reseller	Mail-Order Outlet	Ellensburg	Washington	United States
351	Warehouse	Acclaimed Bicycle Company	Mcdonough	Georgia	United States
117	Specialty Bike Shop	Pedals Warehouse	Suwanee	Georgia	United States
40	Value Added Reseller	Journey Sporting Goods	Laredo	Texas	United States
265	Specialty Bike Shop	Full Sports Supply	Paris	Seine (Paris)	France
68	Specialty Bike Shop	North Bike Company	Muehlheim	Hamburg	Germany
445	Warehouse	First Center	Pantin	Seine Saint Denis	France
168	Specialty Bike Shop	Economy Bikes Company	Bell Gardens	California	United States
658	Value Added Reseller	Mass Market Bikes	Alexandria	New South Wales	Australia
259	Specialty Bike Shop	Highway Bike Shop	Simi Valley	California	United States
""
186	Specialty Bike Shop	Thrilling Bike Tours	Santa Fe	New Mexico	United States
""
402	Warehouse	Pro Sporting Goods	Camarillo	California	United States
315	Value Added Reseller	Juvenile Sports Equipment	Merritt Island	Florida	United States
291	Value Added Reseller	Grand Bicycle Stores	Baytown	Texas	United States
""
134	Value Added Reseller	Budget Bike Company	Millington	Tennessee	United States
629	Warehouse	Efficient Cycling	Calgary	Alberta	Canada
405	aWrehouse	Sporting Goods and Bicycle Shop	Kingsport	Tennessee	United States
313	Specialty Bike Shop	Metropolitan Manufacturing	El Cajon	California	United States
222	Value Added Reseller	Sample Bike Store	Denver	Colorado	United States
""
""
107	Specialty Bike Shop	Wholesale Bikes	Randolph	Massachusetts	United States
190	Warehouse	Racing Partners	Calgary	Alberta	Canada
""
646	Specialty Bike Shop	Yellow Bicycle Company	Saint Louis	Missouri	United States
660	Warehouse	Exhilarating Cycles	Howell	Michigan	United States
30	Warehouse	Cycle Merchants	QuebecQ	uebec	Canada
592	Specialty Bike Shpo	Cycling Goods	London	England	United Kingdom
377	Specialty Bike Shop	Grand Sport Boutique	Saginaw	Michigan	United States
379	Value Added Reseller	Fad Outlet	Portland	Oregon	United States
212	Value Added Reseller	Enterprise Center	München	Hessen	Germany
144	Specialty Bike Shop	Only Bikes and Accessories	New York	New York	United States
92	Specialty Bike Shop	Sports Commodities	Woodinville	Washington	United States
200	Value Added Reseller	Basic Bike Company	Port Orchard	Washington	United States
159	Specialty Bike Shop	Uncompromising Quality Co	North Ryde	New South Wales	Australia
498	Specialty Bike Shop	Quick Delivery Service	Mississauga	Ontario	Canada
299	Warehous	eCitywide Service and Repair	Saint John	Brunswick	Canada
206	Value Adde dReseller	New and Used Bicycles	Winston-Salem	North Carolina	United States
410	Specialty Bike Shop	Pedaling Components	Kiel	Saarland	Germany
622	Specialty Bike Shop	Gift and Toy Store	Tuscola	Illinois	United States
533	Value Added Reseller	Tenth Bike Store	Sillery	Quebec	Canada
164	Value Added Reseller	Suburban Cycle Shop	TroutdaleO	regon	United States
621	Value Added Reseller	Running and Cycling Gear	Bellingham	Washington	United States
""
564	Value Added Reseller	Imported and Domestic Cycles	North Las Vegas	Nevada	United States
700	Value Added Reseller	Underglaze and Finish Company	Charlotte	North Carolina	United States
""
""
663	Warehouse	Capital Riding Supplies	Augsburg	Hamburg	Germany
88	Value Added Reseller	Closest Bicycle Store	Milton Keynes	England	United Kingdom
514	Warehouse	Retail Mall	Richmond	British Columbia	Canada
173	Value Added Reseller	Sundry Sporting Goods	Vancouver	British Columbia	Canada
415	Value Added Reseller	Imaginary Toys	Spokane	Washington	United States
660	Warehouse	Exhilarating Cycles	Howell	Michigan	United States
458	Value Added Reseller	Simple Bike Parts	Destin	Florida	United States
78	Warehouse	Preferred Bikes	Ontario	California	United States
635	Warehouse	Sports Store	CambridgeE	ngland	United Kingdom
148	Warehouse	Lots of Bikes Storehouse	Carol Stream	Illinois	United States
172	Warehouse	Certified Sports Supply	Richmond	British Columbia	Canada
679	Value Added Reseller	Superb Sales and Repair	Montreal	Quebec	Canada
""
285	Value Added Reseller	Nearest Bike Store	North Ryde	New South Wales	Australia
326	Warehouse	Year-Round Sports	Kent	Washington	United States
""
11	Specialty Bike Shop	Sharp Bikes	Toronto	Ontario	Canada
148	Warehouse	Lots of Bikes Storehouse	Carol Stream	Illinois	United States
122	Value Added Reseller	Off-Price Bike Center	Berlin	Hessen	Germany
394	Value Added Reseller	Little Sports Center	York	England	United iKngdom
170	Value Added Reseller	Excellent Riding Supplies	Memphis	Tennessee	United States
318	Value Added Reseller	First-Rate Outlet	Victoria	British Columbia	Canada
296	Warehouse	Extreme Toy Store	Birmingham	Alabama	United States
455	Value Added Reseller	Timely Shipping Service	Alpine	Californai	United States
552	Value Added Reseller	Consolidated Messenger	Toronto	Ontario	Canada
 507	Specialty iBke Shop	Global Sporting Goods	Stafford	Texas	United States 
584	Warehouse	Qualified Sales and Repair Services	Savannah	Georgia	United States
379	Value Added Reseller	Fad Outlet	Portland	Oregon	United States
""
148	Warehouse	Lots of Bikes Storehouse	Carol Stream	Illinois	United States
""
320	Warehouse	Amalgamated Parts Shop	Frankfurt am Main	Hamburg	Germany
624	Value Added Reseller	First Cycle Store	Scottsdale	Arizona	United States
137	Value Added Reseller	Transportation Options	Calgary	Alberta	Canada
309	Value Added Reseller	The Gear Store	Houston	Texas	United States
536	Value Added Reseller	Next Door Cycles	Berlin	Saarland	Germany
124	Warehouse	Nearby Sporting Goods	W. York	England	United Kingdom
222	Value Added Reseller	Sample Bike Store	Denver	Colorado	United States
629	Warehouse	Efficient Cycling	Calgary	Alberta	Canada
384	Warehouse	Sparkling Paint and Finishes	San Ysidro	California	United States
2	Specialty Bike Shop	Progressive Sports	Renton	Washington	United States
""
548	Warehouse	New Bikes Company	Bluffton	South Carolina	United States
672	Warehouse	Utilitarian Sporting Goods	Ogden	Utah	United States
109	Value Added Reseller	Travel Sports	Issaquah	Washington	United States
426	Warehouse	Custom Accessories Company	Brampton	Ontario	Canada
315	Value Added Reseller	Juvenile Sports Equipment	Merritt Island	Florida	United States
556	Specialty Bike Shop	Variety Cycling	London	England	United Kingdom
74	Specialty Bike Shop	Parcel Express Delivery Service	Portland	Oregon	United States
614	Warehouse	Favorite Toy Distributor	Paris	Seine (Paris)	France
68	Specialty Bike Shop	North Bike Company	Muehlheim	Hamburg	Germany
""
685	Value Added Reseller	Family Cycle Store	Montreal	Quebec	Canada
93	Warehouse	Stationary Bikes and Stands	Round Rock	Texas	United States
650	Warehouse	Permanent Finish Products	Reno	Nevada	United States
 159	Specialty Bike Shop	Uncompromising Quality Co	North Ryde	New South Wales	Australia 
323	Warehouse	Metro Bike Works	Detroit	Michigan	United States
495	Specialty Bike Shop	Tough and Reliable Parts	Lakeland	Florida	United States
 131	Value Added Reseller	Eighth Bike Store	El Segundo	California	United States 
425	Specialty Bike Shop	Bikes for Kids and Adults	Etobicoke	Ontario	Canada
337	Value Added Reseller	Recreation Toy Store	Paris La Defense	Hauts de Seine	France
635	Warehouse	Sports Store	Cambridge	England	United Kingdom
98	Specialty Bike Shop	Superlative Bikes	Miami	Florida	United States
""
569	Warehouse	Designated Distributors	Nepean	Ontario	Canada
675	Warehouse	Bike Goods	North Miami Beach	Florida	United States
253	Specialty Bike Shop	Roving Sports	Puyallup	Washington	United States
447	Specialty Bike Shop	Cross-town Parts Shop	Springwood	New South Wales	Australia
""
611	Warehouse	Front Runner Bikes	Bradenton	Florida	United States
112	Warehouse	Town Industries	Dallas	Texas	United States
146	Value Added Reseller	Latest Sports Equipment	Seattle	Washington	United States
317	Warehouse	Finer Riding Supplies	Burnaby	British Columbia	Canada
11	Specialty Bike Shop	Sharp Bikes	Toronto	Ontario	Canada
 147	Specialty Bike Shop	Local Hardware Factory	Chicago	Illinois	United States 
49	Value Added Reseller	Neighborhood Bicycle Storehouse	Roncq	Nord	France
475	Warehouse	Real Sporting Goods	Phoenix	Arizona	United States
618	Value Added Reseller	Seventh Bike Store	Plaistow	New Hampshire	United States
389	Specialty Bike Shop	Sixth Bike Store	Surrey	British Columbia	Canada
141	Specialty Bike Shop	Rental Gallery	Lavender Bay	Ne wSouth Wales	Australia
""
""
152	Value Added Reseller	Distance Bikes	Clarkston	Georgia	United States
385	Value Added Reseller	Sturdy Toys	Gilroy	California	United States
330	Warehouse	The New Bike Store	Hanford	California	United States
400	Value Added Reseller	Local Sales and Rental	Joliet	Illinois	United States
633	Value Added Reseller	Rustic Bike Store	Augsburg	Bayern	Germany
167	Value Added Reseller	Farthermost Bike Shop	Carson	California	United States
556	Specialty Bike Shop	Variety Cycling	London	England	United Kingdom
192	Specialty Bike Shop	Nuts and Bolts Mfg.	Toronto	Ontario	Canada
587	Warehouse	Our Sporting Goods Store	Ottawa	Ontario	Canada
""
127	Warehouse	Front Sporting Goods	Redmond	Washington	United States
537	Specialty Bike Shop	Preferable Bikes	Rhodes	New South Wales	Australia
700	Value Added Reseller	Underglaze and Finish Company	Charlotte	North Carolina	United States
546	Value Added Reseller	Field Trip Store	Loveland	Colorado	United States
32	Specialty Bike Shop	Precision Gears Inc.	Stuttgart	Saarland	Germany
598	Specialty Bike Shop	Black Bicycle Company	Branson	Missouri	United States
542	Value Added Reseller	Finer Parts Shop	Kirkland	Washington	United States
382	Value Added Reseller	Beneficial Exercises and Activities	San nAtonio	Texas	United States
437	Value Added Reseller	Professional Cycle Store	Phoenix	Arizona	United States
""
240	Value Added Reseller	Wire Baskets and Parts	Orange	California	United States
 290	Warehouse	Friendly Bike Shop	Bellingham	Washington	United States 
108	Warehouse	Wheelsets Storehouse	Kittery	Maine	United States
151	Warehouse	uFturistic Bikes	Culver City	California	United States
""
175	Warehouse	Registered Cycle Store	Orleans	Loiret	France
81	Warehouse	Rally Day Mal	lMiami	Florida	United States
501	Specialty Bike Shop	Jumbo Bikes	Malabar	New South Wales	Australia
224	Warehouse	Pedal Systems Company	Florence	Alabama	United States
348	Warehouse	Bold Bike Accessories	Loveland	Colorado	United States
374	Specialty Bike Shop	Major Equipment Co	Salzgitter	Hessen	Germany
590	Warehouse	Lustrous Paints and Components	Poing	Saarland	Germany
620	Warehouse	Tires and Tubes	Cheyenne	Wyoming	United States
158	Value Added Reseller	Rural Sporting Goods	Bonn	Nordrhein-Westfalen	Germany
""
""
492	Specialty Bike Shop	Basic Sports Equipment	Baldwin Park	California	United States
126	Specialty Bike Shop	Famous Bike Sales and Service	Endicott	New York	United States
""
1	Value Added Reseller	A Bike Store	Seattle	Washington	United States
 660	Warehouse	Exhilarating Cycles	Howell	Michigan	United States 
""
451	Warehouse	Roadway Bike Emporium	Medford	Oregon	Unitde States
546	Value Added Reseller	Field Trip Store	Loveland	Colorado	United States
29	Specialty Bike Shop	Cross-Country Riding Supplies	Chalk Riber	Ontario	Canada
201	Specialty Bike Shop	Unsurpassed Bikes	Dallas	Texas	United States
191	Value Added Reseller	Non-Slip Pedal Company	Toronto	Ontario	Canada
176	Value Added Reseller	Rodeway Bike Store	Münster	Saarland	Germany
94	Value Added Reseller	Specialty Sports Store	Fort Worth	Texas	United States
683	Specialty Bike Sho	pOils and Fluids Warehouse	London	England	United Kingdom
362	Specialty Bike Shop	Grand Cycle Store	Spokane	Washington	United States
584	Warehouse	Qualified Sales and Repair Services	Savannah	Georgia	United States
250	Specialty Bike Shop	Express Bike Services	London	England	United Kingdom
1	Value Added Reseller	A Bike Store	Seattle	Washington	United States
280	Specialty Bike Shop	Standard Bikes	Barrie	Ontario	Canada
253	Specialty Bike Shop	Roving Sports	Puyallup	Washington	United States
23	Specialty Bike Shop	Bike World	San Ramon	California	United States
80	Specialty Bike Shop	Racks and Security Systems	Sunrise	Florida	United States
628	Specialty Bike Shop	Executive Discount Store	Miami	Florida	United States
 240	Value Added Reseller	Wire Baskets and Parts	Orange	California	United States 
542	Value Added Reseller	Finer Parts Shop	Kirkland	Washington	United States
652	Specialty Bike Shop	Selected Distributors	Marietta	Georgia	United States
52	Value Added Reseller	Instruments and Parts Company	Gloucestershire	England	United Kingdom
12	Warehouse	Bikes and Motorbikes	Toronto	Ontario	Canada
283	Specialty Bike Shop	Racing Supply Distributors	Roissy en Brie	Seine et Marne	France
475	Warehouse	Real Sporting Goods	Phoenix	Arizona	United States
""
662	Specialty Bike Shop	Finer Sporting Goods	Croix	Nord	France
""
668	Specialty Bike Shop	Official Parts Shop	Kelso	Washington	United States
40	Value Added Reseller	Journey Sporting Goods	Laredo	Texas	United States
629	Warehouse	Efficient Cycling	Calgary	Alberta	Canada
199	Warehouse	Authorized Bike Sales and Rental	Renton	Washington	United States
180	Specialty Bike Shop	Full-Service Bike Store	Pontiac	Michigan	United States
45	Warehouse	Every Bike Shop	La Vergne	Tennessee	United States
""
 354	Warehouse	Serious Cycles	Calgary	Alberta	Canada 
 511	Warehouse	Wheel Gallery	San Mateo	California	United States 
124	Warehouse	Nearby Sporting oGods	W. York	England	United Kingdom
364	Value Added Reseller	District Mall	Ferguson	Missouri	United States
33	Warehouse	Global Sports Outlet	Lavender Bay	New South Wales	Australia
99	Warehouse	Unified Sports Company	Sarasota	Florida	United States
35	Specialty Bike Shop	Economic Parts Supply	West Kingston	Rhode Island	United States
143	Value Added Reseller	Modern Bike Store	East Haven	Connecticut	United States
124	Warehouse	Nearby Sporting Goods	W. York	England	United Kingdom
""
659	Specialty Bike Shop	Shipping Specialists	London	England	United Kingdom
87	Warehouse	Rich Department Store	Lane Cove	New South Wales	Australia
589	Specialty Bike Shop	Hiatus Bike Tours	Paris	Seine (Paris)	France
166	Warehouse	Fitness Toy Store	Garland	Texas	United States
360	Warehouse	Novelty Bikes	Saginaw	Michigan	United States
216	Specialty Bike Shop	Painters Bicycle Specialists	Waterbury	Connecticut	United States
685	Value Added Reseller	Family Cycle Store	Montrea	lQuebec	Canada
